event_id,organizer_id,name,date,time,duration,address,postalcode,time_of_day,physical_intensity,tags
E0378,1000071,Swimming Meetup,2025-05-16,19:00,90,"2986 Williams Islands, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Social, Swimming, Build Strength, Weight Loss, Jogging, Pilates"
E0379,1000058,Weight Training Meetup,2025-05-16,13:45,45,"345 Daniel Cape, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Improve Health, Weight Training, Hiking, Social, Training, Jogging"
E0380,1000331,Cycling Meetup,2025-05-14,12:00,75,"61513 Steele Common, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Medium,"Team Sports, Hiking, Social, Cycling, Weight Loss, Reduce Stress"
E0381,1000351,Build Strength Meetup,2025-05-17,12:00,45,"237 Reilly Club Suite 577, Toronto, ON M9A 0B2",M9A 0B2,Mid Morning,Medium,"Team Sports, Hiking, Walking, Build Strength, Weight Loss, Reduce Stress"
E0382,1000008,Training Meetup,2025-05-12,12:00,75,"10200 Peck Throughway Suite 838, Toronto, ON M9A 0A6",M9A 0A6,Mid Morning,Low,"Improve Health, Weight Training, Hiking, Social, Walking, Training"
E0383,1000413,Weight Training Meetup,2025-05-15,12:00,45,"0746 Daniel Hills, Toronto, ON M9A 0A5",M9A 0A5,Lunch,High,"Weight Training, Social, Swimming, Training, Reduce Stress, Pilates"
E0384,1000390,Reduce Stress Meetup,2025-05-16,12:00,30,"7477 Marquez Cove Suite 732, Toronto, ON M9A 0B2",M9A 0B2,Evening,High,"Swimming, Build Strength, Walking, Weight Loss, Reduce Stress, Pilates"
E0385,1000469,Group Fitness Class Meetup,2025-05-16,19:30,90,"0019 King Place Suite 676, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,Low,"Social, Swimming, Weight Loss, Training, Jogging, Group Fitness Class"
E0386,1000201,Weight Loss Meetup,2025-05-12,14:30,30,"164 Keith Ridges, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,Medium,"Improve Health, Weight Loss, Yoga, Training, Jogging, Pilates"
E0387,1000423,Weight Training Meetup,2025-05-16,14:15,120,"101 Walker Centers Suite 640, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,Medium,"Team Sports, Improve Health, Weight Training, Build Strength, Training, Group Fitness Class"
E0388,1000390,Reduce Stress Meetup,2025-05-13,12:00,90,"04581 Lawrence Avenue Apt. 601, Toronto, ON M9A 0B2",M9A 0B2,Evening,High,"Swimming, Build Strength, Walking, Weight Loss, Reduce Stress, Pilates"
E0389,1000187,Team Sports Meetup,2025-05-18,12:00,60,"27307 Deborah Port, Toronto, ON M9A 0B5",M9A 0B5,Evening,Medium,"Team Sports, Hiking, Social, Walking, Weight Loss, Reduce Stress"
E0390,1000161,Weight Training Meetup,2025-05-12,7:30,90,"9485 Mark Ferry, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,Low,"Weight Training, Social, Cycling, Build Strength, Weight Loss, Group Fitness Class"
E0391,1000069,Walking Meetup,2025-05-13,20:00,120,"7024 Jeremy Parkway, Toronto, ON M9A 0A4",M9A 0A4,Late Evening,Medium,"Improve Health, Running, Swimming, Walking, Weight Loss, Training"
E0392,1000265,Pilates Meetup,2025-05-18,13:15,75,"533 Rachel Field Suite 157, Toronto, ON M9A 0A5",M9A 0A5,Afternoon,High,"Team Sports, Social, Walking, Build Strength, Weight Loss, Pilates"
E0393,1000128,Training Meetup,2025-05-18,20:15,60,"552 Hodge Brook, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,High,"Improve Health, Pilates, Social, Walking, Training, Group Fitness Class"
E0394,1000022,Hiking Meetup,2025-05-18,8:30,75,"7343 Perry Camp Apt. 379, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,Medium,"Improve Health, Weight Training, Hiking, Training, Reduce Stress, Pilates"
E0395,1000146,Weight Training Meetup,2025-05-12,12:15,90,"9729 Steve Key, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Weight Training, Social, Cycling, Build Strength, Weight Loss, Yoga"
E0396,1000027,Build Strength Meetup,2025-05-15,12:00,120,"3666 Thompson Court, Toronto, ON M9A 0B2",M9A 0B2,Mid Morning,Low,"Improve Health, Weight Training, Walking, Build Strength, Jogging, Reduce Stress"
E0397,1000162,Improve Health Meetup,2025-05-15,12:15,30,"68706 Kim Highway, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,Low,"Improve Health, Cycling, Walking, Weight Loss, Yoga, Training"
E0398,1000194,Group Fitness Class Meetup,2025-05-12,20:30,60,"150 Morris Junctions, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Low,"Swimming, Build Strength, Training, Jogging, Reduce Stress, Group Fitness Class"
E0399,1000321,Hiking Meetup,2025-05-13,12:00,60,"924 Marcus Land Suite 641, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Improve Health, Pilates, Hiking, Build Strength, Training, Group Fitness Class"
E0400,1000446,Build Strength Meetup,2025-05-18,7:30,60,"7687 Kara Ferry Apt. 841, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Low,"Improve Health, Cycling, Walking, Build Strength, Training, Pilates"
E0401,1000450,Reduce Stress Meetup,2025-05-17,8:30,45,"525 Derek Corners, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,High,"Team Sports, Group Fitness Class, Social, Build Strength, Reduce Stress, Pilates"
E0402,1000077,Improve Health Meetup,2025-05-18,12:00,60,"522 Brooks Track, Toronto, ON M9A 0A5",M9A 0A5,Lunch,High,"Improve Health, Social, Yoga, Jogging, Reduce Stress, Pilates"
E0403,1000500,Cycling Meetup,2025-05-13,21:00,120,"32842 Montgomery Squares Apt. 203, Toronto, ON M9A 0A5",M9A 0A5,Late Evening,High,"Improve Health, Weight Training, Cycling, Build Strength, Weight Loss, Yoga"
E0404,1000408,Team Sports Meetup,2025-05-13,12:00,30,"940 Catherine Street Suite 546, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Medium,"Team Sports, Hiking, Social, Swimming, Build Strength, Weight Loss"
E0405,1000110,Swimming Meetup,2025-05-13,7:45,75,"394 Rodriguez Radial Suite 945, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,Medium,"Improve Health, Swimming, Cycling, Walking, Weight Loss, Reduce Stress"
E0406,1000032,Improve Health Meetup,2025-05-13,13:30,75,"826 Clarke Rue, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,Medium,"Improve Health, Running, Weight Loss, Training, Jogging, Group Fitness Class"
E0407,1000487,Social Meetup,2025-05-13,12:00,90,"64564 Frank Trafficway Apt. 498, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,High,"Team Sports, Social, Cycling, Weight Loss, Training, Group Fitness Class"
E0408,1000133,Cycling Meetup,2025-05-12,12:00,30,"7400 Perry Views, Toronto, ON M9A 0A5",M9A 0A5,Lunch,High,"Running, Social, Cycling, Weight Loss, Yoga, Reduce Stress"
E0409,1000305,Social Meetup,2025-05-15,13:15,90,"23836 Morales Coves Apt. 115, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Hiking, Social, Swimming, Cycling, Build Strength, Training"
E0410,1000103,Improve Health Meetup,2025-05-15,13:00,30,"413 Elizabeth Villages Apt. 644, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,Medium,"Improve Health, Cycling, Build Strength, Yoga, Jogging, Reduce Stress"
E0411,1000095,Improve Health Meetup,2025-05-14,7:15,90,"6425 Hopkins Junction, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,Low,"Team Sports, Improve Health, Swimming, Build Strength, Weight Loss, Jogging"
E0412,1000360,Training Meetup,2025-05-17,6:45,30,"965 Amy Overpass, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Running, Social, Cycling, Weight Loss, Training, Pilates"
E0413,1000383,Reduce Stress Meetup,2025-05-13,13:45,120,"1150 Laurie Junctions Apt. 563, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Social, Yoga, Training, Jogging, Reduce Stress, Pilates"
E0414,1000333,Yoga Meetup,2025-05-14,7:15,45,"86907 Jeffrey Turnpike, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Improve Health, Swimming, Walking, Weight Loss, Yoga, Reduce Stress"
E0415,1000287,Hiking Meetup,2025-05-14,12:00,30,"1774 Oliver Plain, Toronto, ON M9A 0A4",M9A 0A4,Evening,High,"Improve Health, Hiking, Yoga, Training, Reduce Stress, Pilates"
E0416,1000307,Hiking Meetup,2025-05-14,12:00,75,"43114 Ramirez Courts, Toronto, ON M9A 0A5",M9A 0A5,Evening,Medium,"Improve Health, Hiking, Cycling, Build Strength, Training, Group Fitness Class"
E0417,1000101,Social Meetup,2025-05-13,7:30,60,"145 Rhodes Crest Apt. 059, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,High,"Team Sports, Weight Training, Running, Social, Weight Loss, Reduce Stress"
E0418,1000024,Cycling Meetup,2025-05-13,12:00,30,"7975 Campbell Burg Apt. 413, Toronto, ON M9A 2V6",M9A 2V6,Evening,Medium,"Improve Health, Hiking, Running, Cycling, Weight Loss, Training"
E0419,1000041,Group Fitness Class Meetup,2025-05-15,7:45,30,"5867 Ferguson View, Toronto, ON M9A 2V5",M9A 2V5,Early Morning,Low,"Improve Health, Pilates, Swimming, Weight Loss, Training, Group Fitness Class"
E0420,1000437,Weight Training Meetup,2025-05-15,12:00,60,"922 Torres Green, Toronto, ON M9A 2V5",M9A 2V5,Mid Morning,High,"Weight Training, Walking, Build Strength, Weight Loss, Yoga, Training"
E0421,1000378,Swimming Meetup,2025-05-17,8:15,90,"460 Jasmine Port Apt. 935, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Team Sports, Hiking, Swimming, Build Strength, Weight Loss, Reduce Stress"
E0422,1000487,Group Fitness Class Meetup,2025-05-16,21:00,90,"2965 Tran Camp, Toronto, ON M9A 0B2",M9A 0B2,Late Evening,Medium,"Team Sports, Social, Cycling, Weight Loss, Training, Group Fitness Class"
E0423,1000171,Cycling Meetup,2025-05-12,12:00,90,"79084 Paula Wells Suite 469, Toronto, ON M9A 2V5",M9A 2V5,Mid Morning,Low,"Weight Training, Cycling, Walking, Build Strength, Training, Reduce Stress"
E0424,1000166,Weight Training Meetup,2025-05-16,8:30,120,"2162 Gabrielle Ford, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,Low,"Improve Health, Weight Training, Social, Walking, Jogging, Reduce Stress"
E0425,1000062,Reduce Stress Meetup,2025-05-15,12:00,75,"083 Jacobson Row, Toronto, ON M9A 0B2",M9A 0B2,Mid Morning,Low,"Team Sports, Improve Health, Social, Jogging, Reduce Stress, Pilates"
E0426,1000316,Yoga Meetup,2025-05-16,12:00,30,"6650 Margaret Spring, Toronto, ON M9A 0A4",M9A 0A4,Evening,High,"Improve Health, Hiking, Social, Yoga, Training, Group Fitness Class"
E0427,1000026,Weight Training Meetup,2025-05-17,6:00,120,"904 Anthony Burgs Apt. 184, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Improve Health, Weight Training, Cycling, Weight Loss, Yoga, Training"
E0428,1000246,Weight Loss Meetup,2025-05-15,12:00,45,"688 Hill Keys Suite 054, Toronto, ON M9A 2V5",M9A 2V5,Mid Morning,High,"Improve Health, Social, Weight Loss, Yoga, Jogging, Pilates"
E0429,1000036,Weight Loss Meetup,2025-05-13,12:00,75,"619 Cody Viaduct, Toronto, ON M9A 0A3",M9A 0A3,Evening,Low,"Team Sports, Improve Health, Hiking, Walking, Weight Loss, Reduce Stress"
E0430,1000416,Improve Health Meetup,2025-05-18,12:00,30,"70969 Daniel Roads, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Medium,"Improve Health, Walking, Weight Loss, Jogging, Reduce Stress, Group Fitness Class"
E0431,1000087,Weight Loss Meetup,2025-05-14,12:00,30,"910 Mccullough Highway Apt. 552, Toronto, ON M9A 2V6",M9A 2V6,Lunch,Low,"Team Sports, Social, Walking, Weight Loss, Training, Group Fitness Class"
E0432,1000304,Build Strength Meetup,2025-05-12,19:00,90,"56075 Gomez Point Apt. 365, Toronto, ON M9A 2V5",M9A 2V5,Late Evening,Low,"Social, Walking, Build Strength, Yoga, Training, Pilates"
E0433,1000185,Group Fitness Class Meetup,2025-05-13,6:00,90,"41889 Rivera Trail, Toronto, ON M9A 2V5",M9A 2V5,Early Morning,Medium,"Pilates, Social, Swimming, Training, Reduce Stress, Group Fitness Class"
E0434,1000032,Training Meetup,2025-05-15,8:30,45,"536 John Squares, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Medium,"Improve Health, Running, Weight Loss, Training, Jogging, Group Fitness Class"
E0435,1000090,Jogging Meetup,2025-05-15,7:45,60,"873 Anthony Hill Apt. 714, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,High,"Improve Health, Social, Build Strength, Yoga, Jogging, Group Fitness Class"
E0436,1000196,Social Meetup,2025-05-12,12:00,120,"75749 Jason Branch Apt. 200, Toronto, ON M9A 0A5",M9A 0A5,Afternoon,High,"Running, Social, Swimming, Weight Loss, Reduce Stress, Group Fitness Class"
E0437,1000289,Improve Health Meetup,2025-05-17,12:45,90,"93745 John Crossroad Suite 614, Toronto, ON M9A 0B5",M9A 0B5,Afternoon,High,"Improve Health, Hiking, Swimming, Walking, Weight Loss, Training"
E0438,1000036,Hiking Meetup,2025-05-18,12:00,45,"378 Annette Knoll, Toronto, ON M9A 0A3",M9A 0A3,Evening,Low,"Team Sports, Improve Health, Hiking, Walking, Weight Loss, Reduce Stress"
E0439,1000021,Improve Health Meetup,2025-05-15,12:00,60,"27219 George Pines Suite 413, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,High,"Improve Health, Group Fitness Class, Social, Build Strength, Jogging, Pilates"
E0440,1000468,Group Fitness Class Meetup,2025-05-18,7:15,75,"5779 Thomas Valleys, Toronto, ON M9A 2V5",M9A 2V5,Early Morning,Medium,"Weight Training, Social, Walking, Build Strength, Training, Group Fitness Class"
E0441,1000369,Training Meetup,2025-05-13,6:00,60,"7979 Theresa Throughway Suite 538, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Medium,"Improve Health, Running, Social, Yoga, Training, Group Fitness Class"
E0442,1000463,Weight Loss Meetup,2025-05-17,6:30,120,"25861 Hunter Ranch, Toronto, ON M9A 2V5",M9A 2V5,Early Morning,Medium,"Improve Health, Weight Training, Swimming, Build Strength, Weight Loss, Pilates"
E0443,1000069,Training Meetup,2025-05-15,12:00,120,"374 Rebecca Burg, Toronto, ON M9A 0B2",M9A 0B2,Evening,Medium,"Improve Health, Running, Swimming, Walking, Weight Loss, Training"
E0444,1000065,Hiking Meetup,2025-05-18,12:00,90,"201 Deborah Inlet Suite 147, Toronto, ON M9A 0B2",M9A 0B2,Lunch,High,"Hiking, Social, Swimming, Cycling, Weight Loss, Training"
E0445,1000346,Hiking Meetup,2025-05-15,14:30,60,"707 Graham Overpass Suite 153, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,High,"Weight Training, Hiking, Weight Loss, Yoga, Training, Reduce Stress"
E0446,1000280,Running Meetup,2025-05-17,12:00,75,"054 Hoover Mountains Suite 296, Toronto, ON M9A 0A6",M9A 0A6,Mid Morning,High,"Improve Health, Running, Social, Cycling, Weight Loss, Yoga"
E0447,1000108,Social Meetup,2025-05-16,12:00,60,"34853 Smith Drives Apt. 244, Toronto, ON M9A 0A3",M9A 0A3,Lunch,High,"Weight Training, Social, Build Strength, Weight Loss, Yoga, Group Fitness Class"
E0448,1000180,Weight Training Meetup,2025-05-15,6:45,90,"6205 Bryant Parks, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Weight Training, Swimming, Build Strength, Training, Reduce Stress, Group Fitness Class"
E0449,1000253,Training Meetup,2025-05-14,12:00,45,"003 Baker Camp Suite 312, Toronto, ON M9A 0A4",M9A 0A4,Lunch,High,"Team Sports, Walking, Build Strength, Training, Reduce Stress, Group Fitness Class"
E0450,1000358,Cycling Meetup,2025-05-16,12:00,120,"8700 Shannon Via, Toronto, ON M9A 0A4",M9A 0A4,Evening,Medium,"Team Sports, Improve Health, Social, Cycling, Jogging, Reduce Stress"
E0451,1000358,Cycling Meetup,2025-05-12,21:15,30,"29682 Johnson Divide, Toronto, ON M9A 0A5",M9A 0A5,Late Evening,Medium,"Team Sports, Improve Health, Social, Cycling, Jogging, Reduce Stress"
E0452,1000340,Social Meetup,2025-05-15,21:00,60,"61879 Sarah Inlet, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,High,"Pilates, Social, Build Strength, Yoga, Training, Group Fitness Class"
E0453,1000214,Training Meetup,2025-05-17,7:00,30,"96033 Rogers Pine Apt. 436, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Running, Swimming, Weight Loss, Training, Reduce Stress, Pilates"
E0454,1000164,Weight Loss Meetup,2025-05-17,20:15,120,"0080 Tracy Forks Suite 410, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Low,"Team Sports, Hiking, Social, Build Strength, Weight Loss, Group Fitness Class"
E0455,1000046,Weight Training Meetup,2025-05-12,19:15,60,"6956 Jennifer Extensions, Toronto, ON M9A 2V5",M9A 2V5,Late Evening,High,"Team Sports, Weight Training, Build Strength, Weight Loss, Yoga, Reduce Stress"
E0456,1000045,Weight Training Meetup,2025-05-17,12:00,120,"343 Russell Valleys Apt. 943, Toronto, ON M9A 0A3",M9A 0A3,Lunch,Low,"Team Sports, Weight Training, Build Strength, Weight Loss, Training, Group Fitness Class"
E0457,1000455,Improve Health Meetup,2025-05-12,12:00,75,"6262 Gomez Springs, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,Medium,"Team Sports, Improve Health, Running, Social, Training, Group Fitness Class"
E0458,1000466,Build Strength Meetup,2025-05-18,12:00,30,"82434 James Fords Apt. 217, Toronto, ON M9A 2V6",M9A 2V6,Lunch,High,"Improve Health, Cycling, Build Strength, Walking, Training, Group Fitness Class"
E0459,1000360,Weight Loss Meetup,2025-05-17,12:00,30,"529 Patrick Rue, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,High,"Running, Social, Cycling, Weight Loss, Training, Pilates"
E0460,1000319,Walking Meetup,2025-05-15,21:15,90,"0522 Harris Ways, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,High,"Social, Swimming, Cycling, Walking, Weight Loss, Training"
E0461,1000056,Walking Meetup,2025-05-12,21:15,45,"226 Baker Circle, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Medium,"Social, Walking, Yoga, Training, Reduce Stress, Group Fitness Class"
E0462,1000011,Pilates Meetup,2025-05-13,12:00,120,"8016 Suzanne Springs Apt. 873, Toronto, ON M9A 2V5",M9A 2V5,Evening,High,"Hiking, Running, Social, Build Strength, Training, Pilates"
E0463,1000132,Weight Loss Meetup,2025-05-14,13:30,120,"694 Baldwin Oval Suite 290, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,Low,"Improve Health, Running, Cycling, Weight Loss, Training, Pilates"
E0464,1000285,Improve Health Meetup,2025-05-12,19:15,30,"93545 Saunders Stravenue, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,High,"Improve Health, Running, Cycling, Training, Reduce Stress, Pilates"
E0465,1000217,Running Meetup,2025-05-16,6:00,120,"4408 Campbell Gateway Suite 171, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,High,"Team Sports, Improve Health, Running, Social, Yoga, Training"
E0466,1000340,Yoga Meetup,2025-05-16,12:00,75,"792 Charles Keys Apt. 728, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,High,"Pilates, Social, Build Strength, Yoga, Training, Group Fitness Class"
E0467,1000222,Swimming Meetup,2025-05-16,19:00,45,"12101 Matthew Tunnel Apt. 322, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,Medium,"Improve Health, Weight Training, Swimming, Cycling, Build Strength, Weight Loss"
E0468,1000353,Build Strength Meetup,2025-05-15,14:00,75,"60851 Lopez Land, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,High,"Team Sports, Weight Training, Build Strength, Weight Loss, Yoga, Reduce Stress"
E0469,1000395,Jogging Meetup,2025-05-13,12:00,75,"00982 Karen Gateway Suite 147, Toronto, ON M9A 0A3",M9A 0A3,Lunch,Medium,"Team Sports, Social, Build Strength, Yoga, Training, Jogging"
E0470,1000022,Weight Training Meetup,2025-05-12,19:45,90,"20725 Garrett River Suite 935, Toronto, ON M9A 2V5",M9A 2V5,Late Evening,Medium,"Improve Health, Weight Training, Hiking, Training, Reduce Stress, Pilates"
E0471,1000217,Social Meetup,2025-05-14,12:00,60,"1735 Anna Way Suite 724, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Low,"Team Sports, Improve Health, Running, Social, Yoga, Training"
E0472,1000176,Training Meetup,2025-05-12,8:15,75,"92799 Anthony Wells Apt. 485, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,Medium,"Improve Health, Group Fitness Class, Cycling, Training, Reduce Stress, Pilates"
E0473,1000199,Reduce Stress Meetup,2025-05-18,19:45,30,"9942 Jason Courts Apt. 381, Toronto, ON M9A 2V5",M9A 2V5,Late Evening,High,"Cycling, Walking, Build Strength, Training, Reduce Stress, Group Fitness Class"
E0474,1000023,Build Strength Meetup,2025-05-12,21:00,30,"95228 Oconnor Squares, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Improve Health, Weight Training, Walking, Build Strength, Reduce Stress, Group Fitness Class"
E0475,1000379,Swimming Meetup,2025-05-16,12:00,120,"16695 Jackson Mission, Toronto, ON M9A 2V5",M9A 2V5,Evening,High,"Improve Health, Swimming, Build Strength, Training, Jogging, Group Fitness Class"
E0476,1000383,Jogging Meetup,2025-05-14,12:00,30,"2285 Dana Parks Suite 064, Toronto, ON M9A 0A6",M9A 0A6,Lunch,High,"Social, Yoga, Training, Jogging, Reduce Stress, Pilates"
E0477,1000096,Build Strength Meetup,2025-05-12,6:00,90,"070 Autumn Summit Apt. 786, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,High,"Team Sports, Improve Health, Weight Training, Build Strength, Training, Pilates"
E0478,1000423,Training Meetup,2025-05-13,8:30,90,"80157 Briggs Courts Suite 082, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Medium,"Team Sports, Improve Health, Weight Training, Build Strength, Training, Group Fitness Class"
E0479,1000310,Weight Training Meetup,2025-05-15,21:30,90,"64610 Lewis Squares, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,High,"Weight Training, Build Strength, Weight Loss, Yoga, Training, Pilates"
E0480,1000425,Jogging Meetup,2025-05-16,15:15,30,"5456 Todd Ports, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Improve Health, Hiking, Weight Loss, Training, Jogging, Pilates"
E0481,1000040,Walking Meetup,2025-05-17,6:45,45,"0809 Campbell Station Apt. 989, Toronto, ON M9A 2V5",M9A 2V5,Early Morning,Medium,"Improve Health, Social, Cycling, Walking, Weight Loss, Group Fitness Class"
E0482,1000025,Weight Training Meetup,2025-05-13,12:00,120,"8282 Porter Cape, Toronto, ON M9A 0B2",M9A 0B2,Evening,Medium,"Improve Health, Weight Training, Social, Cycling, Walking, Weight Loss"
E0483,1000305,Training Meetup,2025-05-17,12:00,30,"3810 Andrew Ridges, Toronto, ON M9A 0B2",M9A 0B2,Lunch,High,"Hiking, Social, Swimming, Cycling, Build Strength, Training"
E0484,1000493,Team Sports Meetup,2025-05-16,8:00,30,"3159 Scott Locks, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,Low,"Team Sports, Improve Health, Build Strength, Yoga, Jogging, Reduce Stress"
E0485,1000056,Yoga Meetup,2025-05-13,12:00,45,"9627 Guerrero Spurs, Toronto, ON M9A 2V5",M9A 2V5,Lunch,Low,"Social, Walking, Yoga, Training, Reduce Stress, Group Fitness Class"
E0486,1000356,Jogging Meetup,2025-05-14,15:30,75,"8884 George Lock Suite 029, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Medium,"Improve Health, Group Fitness Class, Build Strength, Training, Jogging, Pilates"
E0487,1000190,Reduce Stress Meetup,2025-05-12,12:00,30,"94899 Wilcox Well Apt. 131, Toronto, ON M9A 0A3",M9A 0A3,Lunch,High,"Social, Swimming, Cycling, Build Strength, Yoga, Reduce Stress"
E0488,1000348,Training Meetup,2025-05-17,8:00,30,"0864 Hubbard Rue Apt. 122, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Medium,"Team Sports, Weight Training, Hiking, Weight Loss, Training, Reduce Stress"
E0489,1000343,Weight Loss Meetup,2025-05-18,12:00,90,"330 Marvin Garden Suite 450, Toronto, ON M9A 2V5",M9A 2V5,Mid Morning,Low,"Cycling, Build Strength, Walking, Weight Loss, Training, Group Fitness Class"
E0490,1000082,Hiking Meetup,2025-05-18,12:00,120,"745 Grant Avenue Suite 143, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Low,"Hiking, Social, Walking, Weight Loss, Yoga, Training"
E0491,1000469,Swimming Meetup,2025-05-16,12:00,90,"83328 Penny Ville Apt. 748, Toronto, ON M9A 0A6",M9A 0A6,Mid Morning,High,"Social, Swimming, Weight Loss, Training, Jogging, Group Fitness Class"
E0492,1000118,Build Strength Meetup,2025-05-14,12:00,45,"7350 Rios Pines, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,High,"Team Sports, Improve Health, Running, Build Strength, Jogging, Reduce Stress"
E0493,1000309,Running Meetup,2025-05-16,12:00,75,"755 Christopher Glens Suite 123, Toronto, ON M9A 0B2",M9A 0B2,Evening,Medium,"Weight Training, Running, Social, Weight Loss, Reduce Stress, Pilates"
E0494,1000128,Training Meetup,2025-05-12,21:15,120,"254 Perkins Island, Toronto, ON M9A 0A4",M9A 0A4,Late Evening,High,"Improve Health, Pilates, Social, Walking, Training, Group Fitness Class"
E0495,1000118,Jogging Meetup,2025-05-13,8:30,60,"577 Martinez Harbor Suite 426, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Low,"Team Sports, Improve Health, Running, Build Strength, Jogging, Reduce Stress"
E0496,1000222,Build Strength Meetup,2025-05-13,12:00,75,"58910 Collins Coves Apt. 018, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,Medium,"Improve Health, Weight Training, Swimming, Cycling, Build Strength, Weight Loss"
E0497,1000271,Team Sports Meetup,2025-05-13,21:00,90,"550 Clark Stream, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Low,"Team Sports, Improve Health, Social, Cycling, Build Strength, Yoga"
E0498,1000268,Running Meetup,2025-05-14,15:15,120,"90481 Schneider Dam, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,High,"Running, Social, Walking, Weight Loss, Jogging, Reduce Stress"
E0499,1000384,Weight Loss Meetup,2025-05-13,12:00,45,"912 Ashley Islands Apt. 060, Toronto, ON M9A 0A5",M9A 0A5,Evening,Low,"Team Sports, Weight Training, Weight Loss, Training, Jogging, Reduce Stress"
E0500,1000204,Build Strength Meetup,2025-05-15,21:45,45,"839 Nguyen Square Suite 311, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,Medium,"Team Sports, Weight Training, Social, Build Strength, Reduce Stress, Group Fitness Class"
